URL,age,default,balance,housing,loan,day,duration,campaign,pdays,previous,label
1631,32,0,1,1,0,8,399,4,-1,0,1
1632,39,0,8,0,0,30,88,3,-1,0,1
1633,41,0,55,1,0,6,185,4,-1,0,1
1634,59,0,699,0,0,28,98,1,154,6,1
1635,42,0,759,0,0,28,97,1,169,3,1
1636,33,0,687,1,0,14,72,2,370,1,1
1637,53,0,4968,0,0,6,109,1,87,2,1
1638,43,0,1211,1,0,6,208,3,-1,0,1
1639,39,0,426,0,0,18,1029,1,-1,0,0
1640,27,0,376,1,1,5,273,1,-1,0,1
1641,39,0,12,1,0,23,130,1,-1,0,1
1642,27,0,23,0,0,26,590,2,-1,0,1
1643,33,0,353,1,0,19,107,2,-1,0,1
1644,29,0,330,1,0,12,88,2,-1,0,1
1645,33,0,0,0,0,13,305,2,-1,0,1
1646,41,0,353,0,0,19,90,2,-1,0,1
1647,38,0,2273,1,0,17,222,1,-1,0,1
1648,30,0,0,1,0,9,127,1,-1,0,1
1649,58,0,744,0,0,28,38,1,-1,0,1
1650,37,0,608,0,0,14,380,3,-1,0,1
1651,36,0,356,1,0,7,244,3,313,1,1
1652,45,0,1291,1,0,28,189,17,-1,0,1
1653,23,0,-306,1,0,4,217,2,-1,0,1
1654,53,0,306,0,0,28,388,3,181,1,0
1655,44,0,-312,1,0,20,22,3,-1,0,1
1656,32,0,493,0,0,13,289,2,-1,0,1
1657,32,0,71,1,0,21,221,8,-1,0,1
1658,38,0,669,1,1,31,129,2,-1,0,1
1659,47,0,556,1,0,4,147,2,264,4,1
1660,34,0,84,1,0,23,299,1,-1,0,1
1661,52,0,108,1,0,15,543,12,-1,0,1
1662,45,0,-11,1,0,5,247,1,-1,0,1
1663,50,0,1164,1,0,8,166,2,-1,0,1
1664,52,0,-191,1,0,15,755,1,-1,0,0
1665,37,0,132,0,0,27,336,2,-1,0,1
1666,51,0,2237,1,0,29,619,1,-1,0,1
1667,32,0,4761,1,0,5,159,2,350,2,1
1668,33,0,-346,1,1,23,29,3,-1,0,1
1669,28,0,655,1,0,4,606,2,-1,0,1
1670,66,0,1048,1,0,23,971,2,-1,0,1
1671,31,0,0,1,0,28,231,2,-1,0,1
1672,35,0,624,1,0,7,163,1,-1,0,1
1673,47,0,1784,0,0,19,385,2,-1,0,0
1674,36,0,1281,0,0,24,119,2,-1,0,1
1675,32,0,569,0,1,29,348,1,-1,0,1
1676,34,0,1666,1,0,31,30,1,-1,0,1
1677,40,0,168,1,0,7,249,2,169,1,1
1678,33,0,263,0,0,4,119,2,-1,0,1
1679,39,0,-405,1,0,8,177,1,-1,0,1
1680,38,0,279,1,0,28,110,5,-1,0,1
1681,32,0,0,0,0,18,594,4,-1,0,0
1682,65,0,300,0,0,12,105,1,-1,0,1
1683,34,0,415,0,0,12,123,1,-1,0,1
1684,34,0,0,1,1,6,172,4,-1,0,1
1685,42,0,1322,1,1,8,178,1,-1,0,1
1686,31,0,1062,1,1,6,230,1,-1,0,1
1687,47,0,302,1,0,20,89,3,-1,0,1
1688,44,0,809,1,0,15,118,4,-1,0,1
1689,38,0,-278,1,0,28,143,2,-1,0,1
1690,28,0,3238,1,0,19,7,1,-1,0,1
1691,46,0,751,1,0,13,104,2,-1,0,1
1692,51,0,-28,0,1,2,220,2,-1,0,1
1693,42,0,0,0,0,20,85,2,-1,0,1
1694,37,0,2442,0,0,16,91,3,-1,0,0
1695,58,0,1798,1,0,5,19,8,-1,0,1
1696,43,0,132,0,0,19,574,1,84,3,0
1697,36,0,260,1,0,7,49,1,-1,0,1
1698,34,0,7,1,1,2,171,2,193,2,1
1699,31,0,3283,0,0,2,258,1,73,1,0
1700,49,0,323,1,0,18,41,2,-1,0,1
1701,54,0,2960,1,0,20,83,1,-1,0,1
1702,29,0,486,0,0,30,95,1,-1,0,1
1703,51,0,343,1,0,30,78,2,-1,0,1
1704,40,0,507,1,0,2,134,1,266,7,1
1705,35,0,5958,1,0,22,215,1,-1,0,0
1706,25,0,304,0,0,26,226,2,-1,0,0
1707,32,0,118,1,0,17,1275,1,-1,0,0
1708,30,0,123,0,1,17,66,1,85,5,1
1709,38,0,76,1,0,7,196,3,-1,0,1
1710,46,0,70,1,0,27,229,2,-1,0,0
1711,43,0,960,1,1,15,241,2,-1,0,1
1712,32,0,2185,0,0,20,354,2,-1,0,1
1713,29,0,309,1,0,11,471,3,-1,0,1
1714,56,0,2190,0,1,30,90,2,232,1,1
1715,57,0,0,0,0,5,58,8,-1,0,1
1716,38,0,3732,1,0,21,379,2,-1,0,1
1717,51,0,1550,0,0,20,12,5,-1,0,1
1718,35,0,62,0,1,30,67,1,-1,0,1
1719,37,0,704,0,0,18,165,7,-1,0,1
1720,48,0,4415,1,0,8,1032,3,141,7,0
1721,30,1,4,1,0,23,84,3,-1,0,1
1722,60,0,262,0,0,18,393,4,-1,0,1
1723,56,0,238,1,0,19,808,1,-1,0,1
1724,45,0,97,1,0,7,923,3,-1,0,1
1725,38,0,410,0,0,11,63,6,-1,0,1
1726,20,0,1191,0,0,12,274,1,-1,0,1
1727,59,0,-47,1,0,27,84,4,-1,0,1
1728,34,0,197,0,0,20,78,3,-1,0,0
1729,36,0,6,0,0,20,41,7,-1,0,1
1730,53,0,2398,1,0,2,317,1,180,2,0
1731,51,0,630,1,0,5,138,1,-1,0,1
1732,58,0,235,0,0,27,88,4,-1,0,1
1733,48,0,1910,1,0,29,413,2,-1,0,1
1734,56,0,3172,1,0,5,139,1,-1,0,1
1735,51,0,872,0,0,8,82,2,-1,0,1
1736,35,0,407,1,0,20,12,6,-1,0,1
1737,40,0,100,1,0,11,221,1,461,1,0
1738,59,0,345,0,0,9,38,1,-1,0,1
1739,44,0,2058,0,1,21,661,1,-1,0,1
1740,49,0,889,0,0,7,388,1,-1,0,0
1741,35,0,0,1,0,28,151,7,-1,0,1
1742,41,0,51,0,0,25,140,8,-1,0,1
1743,55,0,150,0,0,8,124,1,-1,0,1
1744,51,1,34,0,1,7,200,1,-1,0,1
1745,27,0,795,0,0,6,101,3,-1,0,1
1746,57,0,282,0,1,7,261,12,-1,0,1
1747,51,0,2139,0,0,17,176,2,-1,0,1
1748,38,0,-469,1,0,16,209,12,-1,0,1
1749,49,0,197,1,0,13,223,1,182,2,0
1750,40,0,825,1,0,20,38,1,335,1,1
1751,47,0,3232,0,0,6,541,1,204,3,1
1752,48,0,1598,1,0,29,84,1,-1,0,1
1753,47,0,871,0,0,22,602,9,-1,0,1
1754,56,0,83,0,0,27,26,11,-1,0,1
1755,29,0,1445,0,0,26,328,2,143,2,0
1756,38,0,226,1,0,30,762,3,-1,0,0
1757,32,0,-55,1,0,26,107,4,-1,0,1
1758,42,0,243,1,0,14,46,5,-1,0,1
1759,30,0,-336,0,0,10,128,6,-1,0,1
1760,26,0,3672,1,0,29,360,5,-1,0,1
1761,35,0,0,1,0,9,524,1,96,5,0
1762,35,0,251,1,1,1,128,3,-1,0,1
1763,35,0,44,0,0,7,310,2,96,2,1
1764,57,0,2887,0,0,21,819,10,-1,0,0
1765,29,0,1992,0,0,8,202,1,87,2,1
1766,32,0,2,0,0,9,144,2,-1,0,1
1767,45,0,1415,1,0,24,311,1,-1,0,1
1768,51,0,297,1,0,15,415,4,375,1,0
1769,31,0,1094,1,0,12,93,8,-1,0,1
1770,50,0,-84,1,0,6,101,1,-1,0,1
1771,38,0,-1,1,0,7,72,1,-1,0,1
1772,37,0,347,1,0,22,282,1,-1,0,1
1773,35,0,1253,1,0,19,210,2,-1,0,1
1774,37,0,4565,0,0,4,369,1,-1,0,1
1775,28,0,781,0,0,9,125,6,-1,0,1
1776,38,0,7124,0,0,16,301,6,-1,0,1
1777,43,0,17555,0,0,26,14,14,-1,0,1
1778,43,0,5172,1,0,29,57,3,-1,0,1
1779,56,0,15520,0,0,18,420,1,-1,0,1
1780,32,0,13711,1,0,14,638,1,175,3,1
1781,58,0,1533,0,0,15,137,2,-1,0,1
1782,47,0,286,0,0,22,557,7,-1,0,1
1783,31,0,-219,1,0,30,66,2,-1,0,1
1784,38,0,0,1,0,20,206,1,-1,0,1
1785,50,0,810,1,0,14,19,14,-1,0,1
1786,32,0,300,0,0,6,166,2,-1,0,1
1787,37,0,1175,1,0,15,102,1,333,2,1
1788,39,0,0,1,0,2,46,2,-1,0,1
1789,40,0,113,1,0,4,126,1,-1,0,1
1790,41,0,641,1,0,13,161,1,-1,0,1
1791,45,0,1477,1,0,8,355,1,-1,0,1
1792,31,0,0,1,0,14,40,2,-1,0,1
1793,54,0,8,1,0,14,143,1,-1,0,1
1794,39,0,399,1,1,14,133,2,-1,0,1
1795,56,1,-435,1,1,9,185,2,-1,0,1
1796,35,0,2830,0,0,20,22,12,-1,0,1
1797,34,0,15,0,0,25,184,7,-1,0,1
1798,31,0,125,0,0,22,78,2,-1,0,1
1799,38,0,45,0,0,22,125,4,-1,0,1
1800,41,0,13,0,0,5,189,2,-1,0,1
1801,44,0,0,1,0,9,300,1,-1,0,1
1802,49,0,579,1,0,28,396,1,-1,0,1
1803,30,0,432,1,0,20,340,3,-1,0,1
1804,31,0,1987,1,0,20,55,2,-1,0,1
1805,34,0,857,1,0,22,238,6,-1,0,1
1806,70,0,15834,0,0,5,172,3,186,1,1
1807,45,0,3370,0,0,12,36,3,-1,0,1
1808,31,0,6290,0,0,20,303,2,-1,0,1
1809,57,0,808,0,0,14,417,3,-1,0,1
1810,40,0,4075,1,0,16,162,3,-1,0,1
1811,28,0,373,1,0,14,10,9,344,1,1
1812,44,0,-101,1,0,10,99,1,-1,0,1
1813,49,0,3250,0,0,16,32,3,-1,0,1
1814,46,0,1375,1,0,17,308,3,-1,0,1
1815,34,0,180,0,0,16,298,3,-1,0,1
1816,58,0,175,0,0,12,92,4,-1,0,1
1817,52,0,381,0,1,25,288,12,-1,0,1
1818,27,0,2171,1,0,16,130,1,323,1,1
1819,48,0,340,1,0,28,255,2,-1,0,1
1820,33,1,10,1,1,18,167,5,-1,0,1
1821,46,0,4958,1,0,17,64,3,150,5,1
1822,51,0,21244,0,1,4,166,2,-1,0,1
1823,31,0,156,0,0,13,657,7,-1,0,0
1824,35,0,473,1,1,26,434,4,-1,0,1
1825,37,0,781,0,0,20,75,1,-1,0,1
1826,60,0,0,0,0,23,40,1,-1,0,1
1827,40,0,1819,0,0,5,398,2,-1,0,1
1828,50,0,4374,1,0,21,163,2,113,3,1
1829,34,0,456,1,1,28,137,8,-1,0,1
1830,32,0,253,1,0,4,257,3,-1,0,1
1831,36,0,774,1,0,3,231,2,259,1,1
1832,32,0,-59,0,1,4,192,1,-1,0,1
1833,40,0,-81,0,1,23,186,1,-1,0,1
1834,37,0,0,1,0,6,226,1,363,3,1
1835,57,0,0,1,0,21,67,1,-1,0,1
1836,46,0,-3,0,0,28,205,2,-1,0,1
1837,31,0,2488,1,0,20,14,1,-1,0,1
1838,39,1,3,0,0,6,488,1,-1,0,0
1839,35,0,839,1,0,23,50,3,-1,0,1
1840,32,0,103,0,0,23,312,1,-1,0,1
1841,44,0,316,1,0,21,163,3,-1,0,1
1842,41,0,1680,1,0,2,76,2,-1,0,1
1843,59,0,7179,0,0,5,150,1,-1,0,1
1844,39,0,247,1,0,17,244,2,-1,0,1
1845,54,0,8295,0,0,5,207,1,-1,0,0
1846,27,0,261,1,1,18,113,1,-1,0,1
1847,51,0,95,1,0,23,1309,4,-1,0,0
1848,33,0,291,0,0,25,72,6,-1,0,1
1849,38,0,2240,1,0,19,551,1,183,1,1
1850,52,0,0,0,0,19,163,3,-1,0,1
1851,54,0,1295,1,0,21,179,10,-1,0,1
1852,33,0,324,1,0,13,217,2,-1,0,1
1853,50,0,669,1,0,2,88,1,-1,0,1
1854,39,0,4143,1,1,2,21,1,-1,0,1
1855,34,0,2646,0,0,14,142,1,-1,0,0
1856,41,0,618,0,0,5,1056,1,-1,0,1
1857,48,0,541,1,0,14,72,1,363,2,1
1858,38,0,434,1,0,20,411,1,-1,0,1
1859,34,0,622,1,0,21,145,1,-1,0,1
1860,32,0,0,1,0,8,80,2,-1,0,1
1861,48,0,99,1,0,28,344,1,-1,0,1
1862,28,0,290,1,0,18,128,1,-1,0,1
1863,47,0,1230,1,0,30,412,1,169,1,0
1864,32,0,45,1,1,14,908,3,344,7,1
1865,32,0,923,1,0,17,819,4,-1,0,1
1866,38,0,950,0,0,5,210,2,-1,0,1
1867,86,0,1503,0,0,18,165,3,101,1,1
1868,47,0,65,0,0,28,118,8,-1,0,1
1869,42,0,-679,1,1,6,159,1,343,2,1
1870,44,0,773,0,1,9,618,1,-1,0,1
1871,25,0,10788,0,0,23,102,2,210,2,1
1872,34,0,991,1,0,6,89,1,344,1,1
1873,34,0,247,0,0,8,401,2,-1,0,0
1874,53,0,4143,0,0,15,200,3,-1,0,1
1875,42,0,-406,1,0,30,152,5,-1,0,1
1876,30,0,180,0,0,14,203,1,183,2,1
1877,26,0,-887,1,0,18,827,2,-1,0,0
1878,40,0,4157,1,0,15,735,1,-1,0,1
1879,34,0,1386,1,1,28,185,6,-1,0,1
1880,34,0,2211,0,0,8,149,1,-1,0,1
1881,40,0,-495,0,1,29,303,2,-1,0,1
1882,36,0,27359,1,0,3,71,2,-1,0,1
1883,34,0,440,1,0,6,445,2,345,2,1
1884,32,0,135,1,0,18,232,2,-1,0,1
1885,39,0,-735,1,0,30,144,5,248,2,1
1886,36,0,60,0,0,19,209,2,-1,0,1
1887,39,0,902,1,0,10,691,2,180,5,0
1888,33,0,18347,1,0,23,415,1,-1,0,1
1889,34,0,-72,1,0,7,273,5,-1,0,1
1890,42,0,1205,0,0,8,376,2,-1,0,0
1891,46,0,499,1,0,31,37,10,-1,0,1
1892,32,0,656,1,1,20,148,2,-1,0,1
1893,27,0,100,0,0,16,57,2,-1,0,1
1894,35,0,69,1,0,8,461,3,-1,0,1
1895,53,0,619,0,0,17,198,6,-1,0,1
1896,29,0,192,0,0,30,327,4,-1,0,1
1897,35,0,0,0,0,29,669,6,-1,0,1
1898,49,0,87,0,0,29,165,1,-1,0,1
1899,58,0,3228,0,0,19,58,2,-1,0,1
1900,40,0,1361,0,0,29,1473,1,-1,0,0
1901,19,0,0,0,0,11,123,3,-1,0,1
1902,30,0,34,1,0,6,289,1,-1,0,1
1903,34,0,318,0,1,25,239,5,-1,0,1
1904,60,0,197,0,0,7,1386,1,-1,0,1
1905,28,0,0,0,0,28,294,2,105,7,0
1906,46,0,273,1,0,18,910,2,184,4,0
1907,49,0,15,1,0,27,550,7,-1,0,1
1908,59,0,7813,1,0,21,75,1,-1,0,1
1909,44,0,-27,1,1,14,100,3,-1,0,1
1910,33,0,75,0,0,21,204,4,-1,0,1
1911,54,0,1139,1,0,14,155,1,177,7,1
1912,26,0,115,1,0,4,46,3,-1,0,1
1913,54,0,0,0,0,16,1366,1,150,1,1
1914,48,0,7195,0,0,21,609,2,-1,0,0
1915,30,0,-477,0,1,21,1532,2,-1,0,0
1916,29,0,1026,0,0,12,226,1,92,1,0
1917,51,0,3921,1,0,5,168,1,-1,0,1
1918,53,0,980,1,0,3,352,1,-1,0,0
1919,43,0,-179,1,0,30,335,6,-1,0,1
1920,34,0,2552,1,1,25,74,1,-1,0,1
1921,40,0,1729,1,0,12,85,1,-1,0,1
1922,43,0,434,1,0,5,117,1,-1,0,1
1923,33,0,-300,1,1,25,184,1,-1,0,1
1924,66,0,4785,0,0,13,72,3,-1,0,1
1925,44,0,-329,1,0,7,171,1,-1,0,1
1926,33,0,0,1,0,22,44,8,-1,0,1
1927,31,0,391,0,0,13,336,2,-1,0,1
1928,71,0,4657,0,0,16,93,5,-1,0,0
1929,22,0,3472,0,0,20,332,1,183,3,0
1930,46,0,705,0,0,4,398,1,-1,0,1
1931,32,0,255,1,1,21,86,2,-1,0,1
1932,45,0,4365,0,1,9,45,2,-1,0,1
1933,32,0,350,1,0,28,110,2,-1,0,1
1934,49,0,474,1,1,9,152,3,221,1,1
1935,27,0,489,1,0,30,356,4,-1,0,0
1936,46,0,757,0,0,16,382,3,-1,0,1
1937,37,0,695,0,0,28,233,1,-1,0,1
1938,30,1,-770,1,0,28,87,1,-1,0,1
1939,44,0,80,1,1,14,387,2,-1,0,1
1940,45,0,315,1,0,30,103,1,-1,0,1
1941,27,0,213,0,0,27,378,1,-1,0,0
1942,57,0,0,0,0,9,257,2,-1,0,1
1943,66,0,2169,0,0,7,282,1,-1,0,1
1944,40,0,212,0,0,7,176,1,-1,0,1
1945,48,0,333,1,0,14,24,6,-1,0,1
1946,33,0,4404,1,0,20,766,3,-1,0,1
1947,42,0,257,1,0,12,955,2,-1,0,0
1948,47,0,3188,1,0,3,426,3,-1,0,1
1949,27,0,3083,1,0,29,244,2,-1,0,1
1950,78,0,226,0,0,6,136,1,-1,0,1
1951,50,0,1260,0,0,18,172,1,-1,0,1
1952,46,0,1410,1,0,19,93,1,189,8,1
1953,41,0,6046,1,1,15,300,6,182,2,0
1954,36,0,980,0,0,11,118,4,104,7,1
1955,49,0,-37,0,0,4,191,2,-1,0,1
1956,46,0,-154,1,1,27,107,2,-1,0,1
1957,77,0,680,0,0,24,513,2,89,7,1
1958,30,0,799,1,1,6,91,18,-1,0,1
1959,43,1,-1164,1,1,18,76,4,-1,0,1
1960,44,0,2523,1,0,29,1236,2,-1,0,1
1961,40,0,98,1,0,2,193,5,-1,0,1
1962,38,0,3419,1,0,20,324,5,-1,0,1
1963,25,0,343,0,0,1,377,1,-1,0,0
1964,49,0,852,1,0,20,408,1,-1,0,1
1965,33,0,50,1,0,7,246,2,-1,0,1
1966,40,0,0,0,0,26,58,7,-1,0,1
1967,44,0,10,1,0,17,196,1,-1,0,1
1968,32,0,950,1,1,20,219,4,-1,0,1
1969,52,0,0,1,0,9,197,1,-1,0,1
1970,35,0,175,1,0,7,257,2,-1,0,1
1971,35,0,-259,1,0,29,381,1,247,2,1
1972,32,0,6217,1,1,21,486,2,-1,0,1
1973,42,0,-1310,1,1,28,162,1,-1,0,1
1974,59,0,139,0,0,5,153,1,-1,0,1
1975,44,0,7138,0,0,8,809,2,-1,0,0
1976,50,0,1111,1,0,17,50,1,-1,0,1
1977,27,0,113,0,0,22,39,17,-1,0,1
1978,55,0,-612,0,0,26,131,2,-1,0,1
1979,54,0,310,1,0,28,526,4,258,3,1
1980,31,0,-186,1,0,26,172,3,-1,0,1
1981,56,0,2038,0,0,8,405,1,305,1,1
1982,51,0,833,0,0,31,77,3,-1,0,1
1983,61,0,625,1,0,19,158,2,-1,0,1
1984,34,0,105,1,0,7,146,2,171,3,1
1985,56,0,551,0,0,29,27,1,-1,0,1
1986,29,0,145,0,0,14,105,1,-1,0,1
1987,34,0,618,1,0,3,119,4,-1,0,1
1988,35,0,1063,1,1,16,327,1,-1,0,1
1989,56,0,985,0,1,18,150,2,-1,0,1
1990,45,0,2926,1,1,19,482,3,120,2,1
1991,31,0,-449,1,0,28,81,2,-1,0,1
1992,37,0,66,0,0,18,1164,2,-1,0,0
1993,43,0,0,1,0,17,674,3,-1,0,1
1994,40,0,419,1,0,10,347,1,-1,0,1
1995,44,0,4758,1,0,22,712,6,-1,0,0
1996,38,0,-23,0,0,20,48,2,-1,0,1
1997,58,0,1573,1,1,17,279,1,-1,0,1
1998,24,0,77,1,0,16,236,2,-1,0,1
1999,53,0,1378,1,0,18,91,2,-1,0,1
2000,36,0,-73,1,1,18,15,8,-1,0,1
2001,28,0,60,1,0,6,161,1,337,1,1
2002,45,0,137,1,1,16,187,19,-1,0,1
2003,32,0,1583,1,0,19,100,1,182,1,1
2004,46,0,-121,1,1,8,214,4,-1,0,1
2005,28,0,1065,1,1,17,406,1,317,1,1
2006,51,0,-13,1,0,13,361,1,364,1,1
2007,51,0,1869,0,0,17,30,3,-1,0,1
2008,30,0,4787,1,0,4,99,2,-1,0,1
2009,39,1,-183,1,0,14,202,2,-1,0,1
2010,28,0,702,1,0,26,318,2,-1,0,1
2011,31,0,1494,0,0,13,275,12,-1,0,1
2012,31,0,0,1,1,12,59,4,-1,0,1
2013,38,0,46,0,0,29,70,4,-1,0,1
2014,31,0,609,1,0,14,1126,1,335,1,1
2015,74,0,4079,0,0,19,343,3,-1,0,0
2016,40,0,0,1,0,23,228,2,182,6,0
2017,43,0,7876,1,0,11,209,2,-1,0,1
2018,34,0,925,1,0,13,709,1,-1,0,0
2019,54,0,7010,0,0,11,275,2,-1,0,1
2020,51,0,42,1,0,12,51,2,342,3,1
2021,33,0,285,0,1,3,267,1,-1,0,1
2022,41,0,0,0,0,20,95,1,-1,0,1
2023,33,0,3170,0,0,28,246,2,-1,0,1
2024,48,0,8,0,1,7,46,1,-1,0,1
2025,42,0,216,1,0,8,144,3,-1,0,1
2026,35,0,2975,0,0,8,249,2,-1,0,1
2027,25,0,894,1,0,28,328,1,-1,0,1
2028,38,0,490,1,1,25,17,1,-1,0,1
2029,45,0,245,1,0,14,126,3,-1,0,1
2030,59,0,0,1,0,31,52,8,-1,0,1
2031,47,0,150,0,0,9,52,1,-1,0,1
2032,33,0,4,1,0,16,285,5,-1,0,1
2033,59,0,1727,0,0,25,500,4,358,2,0
2034,41,0,664,0,1,15,955,5,-1,0,0
2035,42,0,473,1,0,7,216,5,-1,0,1
2036,51,0,0,0,0,28,84,7,-1,0,1
2037,45,0,-192,1,0,6,138,3,-1,0,1
2038,30,0,1942,1,1,21,436,2,178,3,0
2039,33,0,5137,1,0,6,123,1,-1,0,1
2040,43,0,13044,0,0,18,36,4,-1,0,1
2041,37,0,1053,0,0,16,405,3,-1,0,1
2042,73,0,154,0,0,15,103,1,-1,0,1
2043,43,0,625,1,0,30,175,1,-1,0,1
2044,52,0,255,0,1,10,374,3,-1,0,1
2045,44,0,529,1,0,4,129,4,-1,0,1
2046,56,0,318,0,1,9,246,3,-1,0,1
2047,21,0,1903,1,0,29,107,2,-1,0,1
2048,43,0,1937,0,0,19,385,1,-1,0,1
2049,54,0,3859,0,1,20,104,3,-1,0,1
2050,59,0,4198,0,0,14,309,1,91,10,0
2051,52,0,230,1,0,6,198,2,170,2,1
2052,31,0,747,1,0,26,543,2,-1,0,0
2053,53,0,263,0,1,18,143,7,-1,0,1
2054,24,0,-46,1,0,19,23,1,-1,0,1
2055,57,0,0,0,1,30,104,2,-1,0,1
2056,48,0,568,1,0,2,378,2,386,1,0
2057,57,0,1469,1,0,17,364,1,-1,0,1
2058,51,0,18,0,1,25,363,6,-1,0,1
2059,50,0,201,1,0,24,248,1,-1,0,1
2060,34,0,1412,1,1,27,157,2,-1,0,1
2061,43,0,-93,1,0,26,402,2,-1,0,1
2062,31,0,-331,1,0,23,203,5,-1,0,1
2063,29,0,486,1,0,6,422,1,363,1,1
2064,39,0,694,1,0,21,44,1,-1,0,1
2065,36,0,2806,1,0,30,358,4,-1,0,1
2066,38,0,0,0,0,6,39,2,-1,0,1
2067,56,0,2959,1,0,18,325,1,-1,0,1
2068,41,0,22,1,0,18,238,3,126,4,1
2069,47,0,1167,1,0,30,968,1,87,5,0
2070,38,0,35,1,0,17,156,1,273,3,1
2071,80,0,8304,0,0,6,681,1,118,11,1
2072,37,0,4760,1,0,20,187,2,-1,0,1
2073,44,0,-1313,1,1,15,104,10,-1,0,1
2074,33,0,697,0,0,6,860,2,-1,0,0
2075,53,0,230,0,1,13,112,2,-1,0,1
2076,69,0,473,0,0,7,112,1,78,1,1
2077,46,0,1427,1,0,14,32,3,-1,0,1
2078,30,0,201,1,0,17,325,2,-1,0,0
2079,31,0,1086,0,0,20,410,1,-1,0,1
2080,38,0,4335,1,0,20,640,1,-1,0,1
2081,34,0,44,0,0,9,118,1,-1,0,1
2082,48,0,286,0,0,30,166,2,-1,0,1
2083,46,0,216,0,0,2,173,1,-1,0,1
2084,42,0,214,1,0,28,21,24,-1,0,1
2085,41,0,343,1,0,14,89,7,-1,0,1
2086,33,0,-77,1,0,28,151,3,-1,0,1
2087,39,0,1046,0,0,19,112,4,-1,0,1
2088,27,0,1566,0,0,30,164,5,-1,0,1
2089,26,0,592,0,0,29,145,2,164,1,1
2090,38,0,104,1,0,6,606,3,-1,0,0
2091,48,0,0,1,0,26,105,1,-1,0,1
2092,54,0,-22,0,1,9,85,1,-1,0,1
2093,51,0,0,0,0,18,439,3,-1,0,1
2094,47,0,72,0,0,29,278,1,-1,0,1
2095,53,0,100,0,0,13,205,4,-1,0,1
2096,35,0,319,1,0,16,221,1,-1,0,1
2097,58,0,9339,1,0,18,52,3,172,3,1
2098,52,0,50,1,0,12,84,3,-1,0,1
2099,57,1,32,1,0,15,476,3,-1,0,1
2100,52,0,6922,0,0,20,371,1,-1,0,1
2101,35,0,633,1,0,17,128,3,-1,0,1
2102,48,0,4265,1,0,13,220,2,-1,0,1
2103,46,0,2262,0,0,14,44,14,-1,0,1
2104,39,0,1970,1,0,8,30,1,404,2,1
2105,38,0,1513,0,0,7,330,1,342,1,1
2106,34,0,4659,1,0,30,28,1,-1,0,1
2107,47,0,668,0,0,12,908,1,-1,0,1
2108,35,0,649,0,0,16,177,1,-1,0,1
2109,46,0,452,1,0,9,113,4,-1,0,1
2110,27,0,-145,1,0,15,289,8,-1,0,1
2111,31,0,-498,1,0,21,357,1,-1,0,1
2112,31,0,0,0,0,28,38,16,-1,0,1
2113,46,0,22,1,0,7,414,4,-1,0,1
2114,31,0,2304,1,0,20,257,2,-1,0,1
2115,33,0,1412,1,0,19,480,1,-1,0,0
2116,42,0,145,0,0,20,252,2,-1,0,1
2117,33,0,4897,1,0,20,151,1,-1,0,1
2118,40,0,1832,0,0,6,213,4,-1,0,1
2119,51,0,3726,0,1,27,119,12,-1,0,1
2120,31,0,591,0,0,21,161,2,-1,0,1
2121,62,0,0,0,0,13,227,2,-1,0,0
2122,24,0,508,1,0,18,12,3,374,1,1
2123,48,0,817,0,0,14,517,1,282,4,0
2124,41,0,348,1,0,7,225,2,275,2,1
2125,43,0,291,1,0,9,150,2,-1,0,1
2126,52,0,3554,0,1,8,89,1,-1,0,1
2127,54,0,781,1,0,9,103,2,-1,0,1
2128,32,0,267,0,0,26,128,1,-1,0,1
2129,38,0,1327,1,0,20,277,1,-1,0,1
2130,41,0,-306,1,0,15,500,1,-1,0,0
2131,31,0,864,1,0,14,113,2,-1,0,1
2132,35,0,1265,1,0,15,326,5,179,4,0
2133,26,0,0,0,0,27,755,1,-1,0,1
2134,52,0,214,0,0,29,161,3,-1,0,1
2135,58,0,425,1,1,17,100,1,-1,0,1
2136,57,0,3,0,0,4,142,2,-1,0,1
2137,34,0,0,1,0,8,214,2,-1,0,1
2138,59,0,0,0,0,18,167,2,-1,0,1
2139,27,0,282,0,1,9,676,5,-1,0,1
2140,42,0,0,0,0,9,236,1,-1,0,1
2141,47,0,3727,0,0,12,993,6,-1,0,0
2142,33,0,0,1,1,28,83,12,-1,0,1
2143,31,0,864,1,0,6,100,1,-1,0,1
2144,37,0,4089,1,0,2,289,2,174,4,0
2145,29,0,-478,0,1,8,528,2,-1,0,1
2146,38,0,-363,0,0,12,340,2,-1,0,1
2147,35,0,8883,0,0,21,33,3,-1,0,1
2148,31,0,1970,0,0,17,284,3,-1,0,1
2149,62,0,1859,0,0,6,245,3,-1,0,0
2150,32,0,1059,1,0,17,115,1,-1,0,1
2151,31,0,388,1,0,5,730,2,-1,0,1
2152,51,0,602,1,0,11,347,1,284,2,1
2153,29,0,0,0,0,17,58,1,-1,0,1
2154,43,0,255,1,0,17,180,1,-1,0,1
2155,36,0,63,1,0,2,56,8,-1,0,1
2156,34,0,712,1,0,2,326,3,-1,0,1
2157,29,0,57,1,0,21,342,9,-1,0,1
2158,57,0,523,0,1,2,49,6,-1,0,1
2159,43,0,422,0,0,12,110,1,-1,0,1
2160,33,0,386,0,0,12,253,1,92,4,0
2161,60,0,3387,0,0,14,636,2,-1,0,1
